timestamp,service,p99_latency_ms,error_rate_pct,request_count,error_count,active_connections,max_connections,cache_hit_ratio
2026-07-04T04:25:00Z,checkout-api,323,12.5,8,1,115,200,0.946
2026-07-04T04:30:00Z,checkout-api,313,0.0,9,0,122,200,0.935
2026-07-04T04:35:00Z,checkout-api,310,0.0,15,0,123,200,0.94
2026-07-04T04:40:00Z,checkout-api,353,0.0,12,0,121,200,0.937
2026-07-04T04:45:00Z,checkout-api,304,10.0,10,1,123,200,0.953
2026-07-04T04:50:00Z,checkout-api,411,0.0,11,0,122,200,0.95
2026-07-04T04:55:00Z,checkout-api,400,5.0,20,1,116,200,0.95
2026-07-04T05:00:00Z,checkout-api,353,0.0,14,0,114,200,0.962
2026-07-04T05:05:00Z,checkout-api,324,0.0,9,0,117,200,0.932
2026-07-04T05:10:00Z,checkout-api,299,0.0,15,0,119,200,0.948
2026-07-04T05:15:00Z,checkout-api,304,0.0,11,0,122,200,0.957
2026-07-04T05:20:00Z,checkout-api,339,0.0,10,0,113,200,0.953
2026-07-04T05:25:00Z,checkout-api,344,0.0,16,0,120,200,0.943
2026-07-04T05:30:00Z,checkout-api,329,0.0,10,0,123,200,0.953
2026-07-04T05:35:00Z,checkout-api,308,0.0,17,0,121,200,0.946
2026-07-04T05:40:00Z,checkout-api,309,0.0,17,0,115,200,0.936
2026-07-04T05:45:00Z,checkout-api,393,0.0,21,0,121,200,0.958
2026-07-04T05:50:00Z,checkout-api,426,0.0,20,0,121,200,0.943
2026-07-04T05:55:00Z,checkout-api,334,0.0,20,0,117,200,0.948
2026-07-04T06:00:00Z,checkout-api,314,0.0,16,0,120,200,0.932
2026-07-04T06:05:00Z,checkout-api,318,0.0,14,0,122,200,0.97
2026-07-04T06:10:00Z,checkout-api,352,4.762,21,1,114,200,0.951
2026-07-04T06:15:00Z,checkout-api,308,0.0,12,0,121,200,0.949
2026-07-04T06:20:00Z,checkout-api,311,0.0,18,0,119,200,0.961
2026-07-04T06:25:00Z,checkout-api,318,0.0,16,0,120,200,0.95
2026-07-04T06:30:00Z,checkout-api,319,0.0,21,0,121,200,0.942
2026-07-04T06:35:00Z,checkout-api,335,0.0,21,0,122,200,0.943
2026-07-04T06:40:00Z,checkout-api,325,7.692,13,1,118,200,0.954
2026-07-04T06:45:00Z,checkout-api,348,0.0,17,0,115,200,0.951
2026-07-04T06:50:00Z,checkout-api,366,5.0,20,1,117,200,0.944
2026-07-04T06:55:00Z,checkout-api,371,5.556,18,1,122,200,0.955
2026-07-04T07:00:00Z,checkout-api,431,0.0,16,0,121,200,0.954
2026-07-04T07:05:00Z,checkout-api,313,3.704,27,1,114,200,0.939
2026-07-04T07:10:00Z,checkout-api,284,6.25,16,1,115,200,0.949
2026-07-04T07:15:00Z,checkout-api,317,6.25,16,1,116,200,0.945
2026-07-04T07:20:00Z,checkout-api,350,0.0,19,0,116,200,0.943
2026-07-04T07:25:00Z,checkout-api,386,0.0,20,0,119,200,0.939
2026-07-04T07:30:00Z,checkout-api,300,11.111,18,2,116,200,0.955
2026-07-04T07:35:00Z,checkout-api,322,0.0,23,0,121,200,0.938
2026-07-04T07:40:00Z,checkout-api,323,7.143,28,2,116,200,0.958
2026-07-04T07:45:00Z,checkout-api,311,0.0,16,0,113,200,0.956
2026-07-04T07:50:00Z,checkout-api,386,8.696,23,2,114,200,0.944
2026-07-04T07:55:00Z,checkout-api,317,4.0,25,1,113,200,0.942
2026-07-04T08:00:00Z,checkout-api,377,4.0,25,1,113,200,0.958
2026-07-04T08:05:00Z,checkout-api,444,3.571,28,1,122,200,0.947
2026-07-04T08:10:00Z,checkout-api,369,0.0,36,0,121,200,0.945
2026-07-04T08:15:00Z,checkout-api,386,0.0,18,0,121,200,0.943
2026-07-04T08:20:00Z,checkout-api,372,0.0,25,0,121,200,0.939
2026-07-04T08:25:00Z,checkout-api,350,4.167,24,1,122,200,0.951
2026-07-04T08:30:00Z,checkout-api,344,0.0,30,0,119,200,0.953
2026-07-04T08:35:00Z,checkout-api,287,0.0,21,0,117,200,0.956
2026-07-04T08:40:00Z,checkout-api,334,3.448,29,1,114,200,0.947
2026-07-04T08:45:00Z,checkout-api,294,0.0,17,0,114,200,0.947
2026-07-04T08:50:00Z,checkout-api,418,0.0,34,0,118,200,0.945
2026-07-04T08:55:00Z,checkout-api,359,11.538,26,3,119,200,0.941
2026-07-04T09:00:00Z,checkout-api,335,4.0,25,1,120,200,0.95
2026-07-04T09:05:00Z,checkout-api,362,8.696,23,2,115,200,0.946
2026-07-04T09:10:00Z,checkout-api,377,3.571,28,1,113,200,0.948
2026-07-04T09:15:00Z,checkout-api,350,0.0,33,0,113,200,0.931
2026-07-04T09:20:00Z,checkout-api,344,5.714,35,2,113,200,0.935
2026-07-04T09:25:00Z,checkout-api,360,0.0,27,0,118,200,0.943
2026-07-04T09:30:00Z,checkout-api,327,0.0,22,0,117,200,0.967
2026-07-04T09:35:00Z,checkout-api,357,0.0,33,0,118,200,0.943
2026-07-04T09:40:00Z,checkout-api,386,0.0,36,0,122,200,0.958
2026-07-04T09:45:00Z,checkout-api,397,0.0,32,0,116,200,0.949
2026-07-04T09:50:00Z,checkout-api,352,0.0,28,0,116,200,0.963
2026-07-04T09:55:00Z,checkout-api,292,0.0,18,0,122,200,0.95
2026-07-04T10:00:00Z,checkout-api,371,0.0,35,0,115,200,0.959
2026-07-04T10:05:00Z,checkout-api,328,0.0,27,0,123,200,0.954
2026-07-04T10:10:00Z,checkout-api,391,0.0,24,0,120,200,0.944
2026-07-04T10:15:00Z,checkout-api,336,0.0,41,0,121,200,0.955
2026-07-04T10:20:00Z,checkout-api,350,0.0,25,0,117,200,0.953
2026-07-04T10:25:00Z,checkout-api,362,3.226,31,1,118,200,0.946
2026-07-04T10:30:00Z,checkout-api,309,8.0,25,2,121,200,0.937
2026-07-04T10:35:00Z,checkout-api,423,0.0,30,0,120,200,0.943
2026-07-04T10:40:00Z,checkout-api,313,2.778,36,1,120,200,0.962
2026-07-04T10:45:00Z,checkout-api,354,0.0,49,0,120,200,0.934
2026-07-04T10:50:00Z,checkout-api,336,3.448,29,1,119,200,0.94
2026-07-04T10:55:00Z,checkout-api,378,2.632,38,1,113,200,0.947
2026-07-04T11:00:00Z,checkout-api,387,4.762,42,2,122,200,0.947
2026-07-04T11:05:00Z,checkout-api,375,2.381,42,1,116,200,0.952
2026-07-04T11:10:00Z,checkout-api,367,3.226,31,1,123,200,0.945
2026-07-04T11:15:00Z,checkout-api,358,0.0,29,0,114,200,0.952
2026-07-04T11:20:00Z,checkout-api,361,5.405,37,2,114,200,0.953
2026-07-04T11:25:00Z,checkout-api,401,0.0,44,0,119,200,0.962
2026-07-04T11:30:00Z,checkout-api,383,5.128,39,2,114,200,0.964
2026-07-04T11:35:00Z,checkout-api,415,0.0,42,0,123,200,0.936
2026-07-04T11:40:00Z,checkout-api,431,2.5,40,1,118,200,0.936
2026-07-04T11:45:00Z,checkout-api,308,0.0,29,0,114,200,0.944
2026-07-04T11:50:00Z,checkout-api,424,2.128,47,1,121,200,0.969
2026-07-04T11:55:00Z,checkout-api,365,2.326,43,1,117,200,0.971
2026-07-04T12:00:00Z,checkout-api,342,2.564,39,1,120,200,0.95
2026-07-04T12:05:00Z,checkout-api,328,0.0,31,0,113,200,0.954
2026-07-04T12:10:00Z,checkout-api,412,4.545,44,2,117,200,0.95
2026-07-04T12:15:00Z,checkout-api,402,0.0,48,0,115,200,0.947
2026-07-04T12:20:00Z,checkout-api,322,0.0,39,0,123,200,0.95
2026-07-04T12:25:00Z,checkout-api,396,2.439,41,1,119,200,0.953
2026-07-04T12:30:00Z,checkout-api,359,5.128,39,2,116,200,0.954
2026-07-04T12:35:00Z,checkout-api,368,4.348,46,2,117,200,0.945
2026-07-04T12:40:00Z,checkout-api,370,2.703,37,1,114,200,0.938
2026-07-04T12:45:00Z,checkout-api,396,2.273,44,1,115,200,0.939
2026-07-04T12:50:00Z,checkout-api,388,0.0,39,0,120,200,0.964
2026-07-04T12:55:00Z,checkout-api,358,0.0,43,0,117,200,0.931
2026-07-04T13:00:00Z,checkout-api,426,6.977,43,3,122,200,0.954
2026-07-04T13:05:00Z,checkout-api,438,2.381,42,1,122,200,0.955
2026-07-04T13:10:00Z,checkout-api,391,0.0,39,0,117,200,0.946
2026-07-04T13:15:00Z,checkout-api,473,2.128,47,1,115,200,0.949
2026-07-04T13:20:00Z,checkout-api,359,0.0,50,0,121,200,0.947
2026-07-04T13:25:00Z,checkout-api,449,0.0,34,0,118,200,0.935
2026-07-04T13:30:00Z,checkout-api,394,0.0,50,0,118,200,0.944
2026-07-04T13:35:00Z,checkout-api,364,2.5,40,1,123,200,0.952
2026-07-04T13:40:00Z,checkout-api,429,4.167,48,2,115,200,0.949
2026-07-04T13:45:00Z,checkout-api,384,0.0,34,0,123,200,0.929
2026-07-04T13:50:00Z,checkout-api,335,4.255,47,2,120,200,0.944
2026-07-04T13:55:00Z,checkout-api,318,4.348,46,2,123,200,0.94
2026-07-04T14:00:00Z,checkout-api,397,0.0,47,0,118,200,0.952
2026-07-04T14:05:00Z,checkout-api,406,0.0,49,0,114,200,0.933
2026-07-04T14:10:00Z,checkout-api,448,6.25,48,3,116,200,0.959
2026-07-04T14:15:00Z,checkout-api,377,7.143,42,3,121,200,0.948
2026-07-04T14:20:00Z,checkout-api,385,0.0,44,0,116,200,0.951
2026-07-04T14:25:00Z,checkout-api,336,2.703,37,1,115,200,0.969
2026-07-04T14:30:00Z,checkout-api,470,2.273,44,1,118,200,0.958
2026-07-04T14:35:00Z,checkout-api,352,2.703,37,1,119,200,0.94
2026-07-04T14:40:00Z,checkout-api,432,1.818,55,1,120,200,0.937
2026-07-04T14:45:00Z,checkout-api,386,0.0,52,0,120,200,0.957
2026-07-04T14:50:00Z,checkout-api,306,6.0,50,3,113,200,0.943
2026-07-04T14:55:00Z,checkout-api,415,2.439,41,1,119,200,0.952
2026-07-04T15:00:00Z,checkout-api,322,1.923,52,1,120,200,0.955
2026-07-04T15:05:00Z,checkout-api,341,0.0,43,0,113,200,0.947
2026-07-04T15:10:00Z,checkout-api,419,0.0,47,0,114,200,0.958
2026-07-04T15:15:00Z,checkout-api,424,2.128,47,1,116,200,0.942
2026-07-04T15:20:00Z,checkout-api,359,5.405,37,2,120,200,0.954
2026-07-04T15:25:00Z,checkout-api,340,2.128,47,1,114,200,0.945
2026-07-04T15:30:00Z,checkout-api,327,1.887,53,1,113,200,0.954
2026-07-04T15:35:00Z,checkout-api,401,0.0,38,0,121,200,0.95
2026-07-04T15:40:00Z,checkout-api,380,2.273,44,1,119,200,0.952
2026-07-04T15:45:00Z,checkout-api,395,0.0,44,0,116,200,0.946
2026-07-04T15:50:00Z,checkout-api,376,0.0,45,0,117,200,0.969
2026-07-04T15:55:00Z,checkout-api,354,0.0,52,0,118,200,0.952
2026-07-04T16:00:00Z,checkout-api,364,0.0,32,0,118,200,0.951
2026-07-04T16:05:00Z,checkout-api,357,2.128,47,1,116,200,0.957
2026-07-04T16:10:00Z,checkout-api,369,4.651,43,2,114,200,0.971
2026-07-04T16:15:00Z,checkout-api,376,0.0,39,0,115,200,0.945
2026-07-04T16:20:00Z,checkout-api,356,0.0,38,0,116,200,0.936
2026-07-04T16:25:00Z,checkout-api,379,2.273,44,1,123,200,0.959
2026-07-04T16:30:00Z,checkout-api,346,0.0,36,0,116,200,0.956
2026-07-04T16:35:00Z,checkout-api,327,2.326,43,1,116,200,0.949
2026-07-04T16:40:00Z,checkout-api,341,0.0,45,0,118,200,0.956
2026-07-04T16:45:00Z,checkout-api,366,0.0,36,0,120,200,0.935
2026-07-04T16:50:00Z,checkout-api,321,0.0,33,0,113,200,0.946
2026-07-04T16:55:00Z,checkout-api,381,6.25,32,2,118,200,0.95
2026-07-04T17:00:00Z,checkout-api,417,2.222,45,1,121,200,0.938
2026-07-04T17:05:00Z,checkout-api,446,2.5,40,1,118,200,0.953
2026-07-04T17:10:00Z,checkout-api,358,2.222,45,1,122,200,0.964
2026-07-04T17:15:00Z,checkout-api,331,0.0,29,0,117,200,0.95
2026-07-04T17:20:00Z,checkout-api,338,0.0,33,0,115,200,0.942
2026-07-04T17:25:00Z,checkout-api,354,3.226,31,1,114,200,0.953
2026-07-04T17:30:00Z,checkout-api,408,2.632,38,1,115,200,0.95
2026-07-04T17:35:00Z,checkout-api,353,0.0,34,0,115,200,0.949
2026-07-04T17:40:00Z,checkout-api,366,0.0,37,0,115,200,0.948
2026-07-04T17:45:00Z,checkout-api,412,3.03,33,1,113,200,0.945
2026-07-04T17:50:00Z,checkout-api,404,0.0,43,0,120,200,0.945
2026-07-04T17:55:00Z,checkout-api,343,3.226,31,1,113,200,0.932
2026-07-04T18:00:00Z,checkout-api,394,0.0,33,0,118,200,0.948
2026-07-04T18:05:00Z,checkout-api,383,0.0,35,0,114,200,0.944
2026-07-04T18:10:00Z,checkout-api,320,0.0,26,0,117,200,0.959
2026-07-04T18:15:00Z,checkout-api,329,0.0,40,0,116,200,0.932
2026-07-04T18:20:00Z,checkout-api,359,7.692,26,2,116,200,0.949
2026-07-04T18:25:00Z,checkout-api,418,0.0,39,0,121,200,0.948
2026-07-04T18:30:00Z,checkout-api,368,3.448,29,1,117,200,0.942
2026-07-04T18:35:00Z,checkout-api,438,0.0,33,0,116,200,0.964
2026-07-04T18:40:00Z,checkout-api,371,3.448,29,1,115,200,0.953
2026-07-04T18:45:00Z,checkout-api,380,0.0,31,0,121,200,0.952
2026-07-04T18:50:00Z,checkout-api,358,0.0,33,0,121,200,0.967
2026-07-04T18:55:00Z,checkout-api,337,0.0,26,0,119,200,0.951
2026-07-04T19:00:00Z,checkout-api,366,0.0,34,0,118,200,0.946
2026-07-04T19:05:00Z,checkout-api,404,0.0,30,0,120,200,0.945
2026-07-04T19:10:00Z,checkout-api,317,4.0,25,1,121,200,0.95
2026-07-04T19:15:00Z,checkout-api,447,0.0,23,0,114,200,0.946
2026-07-04T19:20:00Z,checkout-api,349,0.0,28,0,113,200,0.958
2026-07-04T19:25:00Z,checkout-api,338,4.0,25,1,118,200,0.965
2026-07-04T19:30:00Z,checkout-api,282,3.846,26,1,114,200,0.94
2026-07-04T19:35:00Z,checkout-api,353,0.0,19,0,119,200,0.943
2026-07-04T19:40:00Z,checkout-api,333,3.448,29,1,119,200,0.956
2026-07-04T19:45:00Z,checkout-api,425,0.0,37,0,115,200,0.949
2026-07-04T19:50:00Z,checkout-api,404,0.0,30,0,116,200,0.948
2026-07-04T19:55:00Z,checkout-api,305,0.0,22,0,121,200,0.957
2026-07-04T20:00:00Z,checkout-api,380,0.0,30,0,114,200,0.927
2026-07-04T20:05:00Z,checkout-api,351,3.448,29,1,121,200,0.949
2026-07-04T20:10:00Z,checkout-api,316,4.167,24,1,116,200,0.952
2026-07-04T20:15:00Z,checkout-api,371,0.0,28,0,119,200,0.943
2026-07-04T20:20:00Z,checkout-api,326,0.0,24,0,114,200,0.938
2026-07-04T20:25:00Z,checkout-api,337,4.762,21,1,113,200,0.955
2026-07-04T20:30:00Z,checkout-api,324,0.0,20,0,122,200,0.937
2026-07-04T20:35:00Z,checkout-api,379,0.0,23,0,115,200,0.955
2026-07-04T20:40:00Z,checkout-api,422,3.03,33,1,116,200,0.954
2026-07-04T20:45:00Z,checkout-api,298,4.545,22,1,123,200,0.96
2026-07-04T20:50:00Z,checkout-api,358,0.0,25,0,117,200,0.943
2026-07-04T20:55:00Z,checkout-api,385,0.0,31,0,118,200,0.939
2026-07-04T21:00:00Z,checkout-api,396,0.0,23,0,122,200,0.938
2026-07-04T21:05:00Z,checkout-api,433,0.0,25,0,117,200,0.933
2026-07-04T21:10:00Z,checkout-api,345,0.0,19,0,115,200,0.944
2026-07-04T21:15:00Z,checkout-api,358,0.0,24,0,123,200,0.945
2026-07-04T21:20:00Z,checkout-api,279,4.167,24,1,118,200,0.954
2026-07-04T21:25:00Z,checkout-api,333,0.0,19,0,115,200,0.94
2026-07-04T21:30:00Z,checkout-api,412,3.333,30,1,117,200,0.962
2026-07-04T21:35:00Z,checkout-api,312,4.762,21,1,118,200,0.951
2026-07-04T21:40:00Z,checkout-api,382,4.348,23,1,115,200,0.952
2026-07-04T21:45:00Z,checkout-api,336,0.0,24,0,116,200,0.944
2026-07-04T21:50:00Z,checkout-api,430,0.0,14,0,121,200,0.952
2026-07-04T21:55:00Z,checkout-api,337,0.0,20,0,114,200,0.951
2026-07-04T22:00:00Z,checkout-api,308,5.263,19,1,113,200,0.942
2026-07-04T22:05:00Z,checkout-api,394,0.0,33,0,115,200,0.949
2026-07-04T22:10:00Z,checkout-api,426,0.0,25,0,118,200,0.951
2026-07-04T22:15:00Z,checkout-api,355,0.0,21,0,121,200,0.952
2026-07-04T22:20:00Z,checkout-api,341,6.25,16,1,123,200,0.961
2026-07-04T22:25:00Z,checkout-api,352,0.0,25,0,118,200,0.947
2026-07-04T22:30:00Z,checkout-api,303,0.0,18,0,120,200,0.934
2026-07-04T22:35:00Z,checkout-api,331,0.0,18,0,122,200,0.95
2026-07-04T22:40:00Z,checkout-api,348,0.0,20,0,117,200,0.953
2026-07-04T22:45:00Z,checkout-api,360,0.0,9,0,114,200,0.95
2026-07-04T22:50:00Z,checkout-api,324,0.0,11,0,118,200,0.939
2026-07-04T22:55:00Z,checkout-api,325,0.0,25,0,121,200,0.944
2026-07-04T23:00:00Z,checkout-api,305,0.0,18,0,120,200,0.944
2026-07-04T23:05:00Z,checkout-api,329,0.0,20,0,116,200,0.944
2026-07-04T23:10:00Z,checkout-api,358,0.0,20,0,113,200,0.95
2026-07-04T23:15:00Z,checkout-api,312,4.545,22,1,115,200,0.949
2026-07-04T23:20:00Z,checkout-api,306,0.0,15,0,113,200,0.96
2026-07-04T23:25:00Z,checkout-api,406,0.0,12,0,122,200,0.949
2026-07-04T23:30:00Z,checkout-api,308,0.0,13,0,115,200,0.952
2026-07-04T23:35:00Z,checkout-api,284,5.556,18,1,122,200,0.953
2026-07-04T23:40:00Z,checkout-api,324,0.0,18,0,116,200,0.954
2026-07-04T23:45:00Z,checkout-api,336,0.0,15,0,119,200,0.947
2026-07-04T23:50:00Z,checkout-api,386,0.0,16,0,115,200,0.945
2026-07-04T23:55:00Z,checkout-api,240,25.0,4,1,115,200,0.962
2026-07-05T00:00:00Z,checkout-api,346,0.0,8,0,117,200,0.932
2026-07-05T00:05:00Z,checkout-api,356,0.0,17,0,122,200,0.933
2026-07-05T00:10:00Z,checkout-api,308,0.0,7,0,119,200,0.963
2026-07-05T00:15:00Z,checkout-api,302,0.0,7,0,115,200,0.96
2026-07-05T00:20:00Z,checkout-api,360,0.0,18,0,122,200,0.944
2026-07-05T00:25:00Z,checkout-api,439,0.0,13,0,113,200,0.953
2026-07-05T00:30:00Z,checkout-api,308,0.0,9,0,114,200,0.956
2026-07-05T00:35:00Z,checkout-api,405,6.667,15,1,116,200,0.952
2026-07-05T00:40:00Z,checkout-api,298,0.0,9,0,116,200,0.952
2026-07-05T00:45:00Z,checkout-api,361,0.0,11,0,113,200,0.952
2026-07-05T00:50:00Z,checkout-api,272,0.0,11,0,123,200,0.963
2026-07-05T00:55:00Z,checkout-api,281,0.0,9,0,121,200,0.945
2026-07-05T01:00:00Z,checkout-api,414,7.692,13,1,119,200,0.958
2026-07-05T01:05:00Z,checkout-api,289,0.0,7,0,115,200,0.952
2026-07-05T01:10:00Z,checkout-api,348,0.0,10,0,121,200,0.954
2026-07-05T01:15:00Z,checkout-api,329,0.0,7,0,116,200,0.953
2026-07-05T01:20:00Z,checkout-api,360,8.333,12,1,120,200,0.945
2026-07-05T01:25:00Z,checkout-api,310,0.0,7,0,122,200,0.935
2026-07-05T01:30:00Z,checkout-api,341,6.25,16,1,123,200,0.949
2026-07-05T01:35:00Z,checkout-api,339,0.0,9,0,122,200,0.944
2026-07-05T01:40:00Z,checkout-api,369,0.0,9,0,118,200,0.948
2026-07-05T01:45:00Z,checkout-api,329,0.0,6,0,121,200,0.959
2026-07-05T01:50:00Z,checkout-api,331,0.0,10,0,117,200,0.946
2026-07-05T01:55:00Z,checkout-api,326,0.0,8,0,115,200,0.96
2026-07-05T02:00:00Z,checkout-api,363,7.143,14,1,114,200,0.963
2026-07-05T02:05:00Z,checkout-api,300,0.0,5,0,120,200,0.937
2026-07-05T02:10:00Z,checkout-api,434,0.0,8,0,118,200,0.936
2026-07-05T02:15:00Z,checkout-api,400,0.0,6,0,122,200,0.938
2026-07-05T02:20:00Z,checkout-api,362,0.0,10,0,119,200,0.958
2026-07-05T02:25:00Z,checkout-api,307,0.0,11,0,114,200,0.946
2026-07-05T02:30:00Z,checkout-api,348,0.0,6,0,119,200,0.947
2026-07-05T02:35:00Z,checkout-api,298,0.0,12,0,113,200,0.938
2026-07-05T02:40:00Z,checkout-api,285,0.0,10,0,123,200,0.95
2026-07-05T02:45:00Z,checkout-api,307,0.0,12,0,123,200,0.962
2026-07-05T02:50:00Z,checkout-api,292,0.0,6,0,120,200,0.959
2026-07-05T02:55:00Z,checkout-api,319,0.0,6,0,119,200,0.942
2026-07-05T03:00:00Z,checkout-api,274,0.0,7,0,117,200,0.956
2026-07-05T03:05:00Z,checkout-api,341,0.0,11,0,117,200,0.969
2026-07-05T03:10:00Z,checkout-api,388,0.0,15,0,115,200,0.958
2026-07-05T03:15:00Z,checkout-api,248,0.0,7,0,119,200,0.951
2026-07-05T03:20:00Z,checkout-api,335,0.0,10,0,116,200,0.965
2026-07-05T03:25:00Z,checkout-api,325,0.0,11,0,120,200,0.949
2026-07-05T03:30:00Z,checkout-api,268,0.0,11,0,113,200,0.952
2026-07-05T03:35:00Z,checkout-api,386,0.0,9,0,120,200,0.951
2026-07-05T03:40:00Z,checkout-api,311,0.0,6,0,121,200,0.949
2026-07-05T03:45:00Z,checkout-api,251,0.0,9,0,114,200,0.944
2026-07-05T03:50:00Z,checkout-api,342,0.0,11,0,121,200,0.953
2026-07-05T03:55:00Z,checkout-api,298,0.0,9,0,117,200,0.952
2026-07-05T04:00:00Z,checkout-api,320,0.0,14,0,118,200,0.946
2026-07-05T04:05:00Z,checkout-api,295,0.0,10,0,118,200,0.942
2026-07-05T04:10:00Z,checkout-api,298,0.0,14,0,120,200,0.936
2026-07-05T04:15:00Z,checkout-api,365,0.0,11,0,114,200,0.945
2026-07-05T04:20:00Z,checkout-api,319,12.5,8,1,120,200,0.96
2026-07-05T04:25:00Z,checkout-api,430,0.0,10,0,123,200,0.956
2026-07-05T04:30:00Z,checkout-api,303,10.0,10,1,123,200,0.931
2026-07-05T04:35:00Z,checkout-api,210,0.0,2,0,119,200,0.945
2026-07-05T04:40:00Z,checkout-api,317,0.0,7,0,123,200,0.939
2026-07-05T04:45:00Z,checkout-api,354,0.0,10,0,116,200,0.955
2026-07-05T04:50:00Z,checkout-api,344,0.0,15,0,123,200,0.943
2026-07-05T04:55:00Z,checkout-api,330,13.333,15,2,116,200,0.95
2026-07-05T05:00:00Z,checkout-api,343,0.0,14,0,118,200,0.947
2026-07-05T05:05:00Z,checkout-api,333,11.111,9,1,119,200,0.949
2026-07-05T05:10:00Z,checkout-api,306,0.0,15,0,114,200,0.949
2026-07-05T05:15:00Z,checkout-api,355,0.0,17,0,121,200,0.967
2026-07-05T05:20:00Z,checkout-api,293,0.0,11,0,114,200,0.952
2026-07-05T05:25:00Z,checkout-api,403,5.556,18,1,114,200,0.952
2026-07-05T05:30:00Z,checkout-api,270,0.0,16,0,122,200,0.954
2026-07-05T05:35:00Z,checkout-api,377,0.0,18,0,122,200,0.95
